ghi;irrdiffuse;temperature;wind;hydro;load_residential;load_commercial;load_industrial;load_community
kW/m2;kW/m2;Degrees;m/s;m3/s;kW;kW;kW;kW
0;0;25;1.4;0.8467;351;8.260685714;25.402328;34.3195
0;0;25;1.3;0.8467;414;9.887028571;39.524512;53.399
0;0;25;1.05;0.8467;404;5.519514286;51.484736;69.558
0;0;25;0.8;0.8467;371;4.402128571;41.062016;55.4765
0;0;25;0.95;0.8467;316;3.908985714;36.462092;36.9465
0;0;24;1.15;0.8467;268;3.7741;35.203944;19.8175
0;0;24;1.4;0.8919;244;3.924328571;36.605224;9.1585
0;0;24;1.75;0.8919;230;5.246957143;48.942404;12.245
0;0;24;2;0.8919;225;3.944442857;36.792828;9.2055
0;0;24;2.35;0.8919;236;3.627642857;33.837772;8.466
0;0;24;2.8;0.8919;229;4.158928571;38.793564;9.706
0;0;24;3.15;0.8919;455.8;4.941785714;46.09582;15.5695
0.013;0.013;24;3.5;0.8919;290;2.602457143;24.275084;13.665
0.217;0.114;24;3.85;0.8919;287;8.081885714;32.308256;25.4625
0.465;0.162;25;3.85;0.8919;286;22.81281429;45.598428;41.07
0.691;0.186;26;3.5;0.8919;287;19.01572857;38.00878;34.234
0.882;0.154;27;2.7;0.8919;300;24.52787143;49.026488;44.158
0.99;0.154;28;1.65;0.8919;311;24.33124286;48.633456;43.804
1.018;0.151;29;1.05;0.8919;318;18.46494286;36.907848;33.2425
0.96;0.153;29;1.65;0.8919;326;15.73275714;31.446748;28.324
0.83;0.142;28;2.35;0.8919;314;21.56282857;43.099928;38.82
0.634;0.126;28;2.8;0.8919;308;14.44602857;28.874828;26.0075
0.394;0.103;27;3.05;0.8919;299;19.07352857;38.1243;38.6305
0.144;0.063;26;3.15;0.8919;198;11.81975714;29.531772;33.249
0;0;26;3.05;0.8919;326;10.12801429;31.144524;42.0775
0;0;26;3.05;0.8919;401;8.366114286;33.4445;45.185
0;0;25;2.9;0.8919;394;3.3315;31.075428;41.984
0;0;25;2.7;0.8919;365;2.799657143;26.11452;35.2815
0;0;25;2.35;0.8919;319;2.667571429;24.88244;25.213
0;0;25;2;0.8919;281;4.367414286;40.738204;22.933
0;0;25;1.75;1.0728;256;4.283228571;39.95296;9.996
0;0;25;1.65;1.0728;230;2.861071429;26.687452;6.677
0;0;25;1.4;1.0728;225;3.8905;36.289668;9.0795
0;0;25;1.3;1.0728;236;4.477814286;41.768008;10.45
0;0;25;1.4;1.0728;229;3.484571429;32.503304;8.132
0;0;25;1.65;1.0728;240;5.106528571;47.632552;17.876
0.014;0.014;25;2.1;1.0728;272;5.340285714;49.812904;31.157
0.217;0.119;25;2.55;1.0728;288;14.45042857;40.43706;35.4095
0.462;0.174;26;2.9;1.0728;312;28.64081429;40.073216;40.104
0.686;0.203;27;2.9;1.0728;318;27.36737143;38.291472;38.321
0.872;0.183;27;2.55;1.0728;324;24.40932857;34.15268;34.179
0.973;0.198;28;2;1.0728;335;30.06955714;42.072272;42.1045
0.996;0.207;28;1.4;1.0728;336;23.93384286;33.487404;33.513
0.946;0.189;29;0.8;1.0728;339;30.63724286;42.866548;42.8995
0.678;0.385;28;0.6;1.0728;325;27.05058571;37.848236;37.8775
0.382;0.31;28;0.95;1.0728;312;25.61815714;35.844036;35.8715
0.207;0.183;27;1.3;1.0728;305;20.11454286;28.143564;31.686
0.111;0.074;27;1.65;1.0728;294;17.70402857;30.963564;38.734
0;0;26;2;1.0728;331;5.063542857;10.899576;16.362
0;0;26;2.1;1.0728;386;15.97518571;44.703836;67.1075
0;0;26;2;1.0728;380;4.362528571;40.692608;61.086
0;0;26;1.85;1.0728;347;3.132328571;29.217644;43.86
0;0;26;1.65;1.0728;305;2.5513;23.7979;26.793
0;0;25;1.4;1.0728;265;3.940685714;36.757792;22.9915
0;0;25;1.3;1.6607;243;3.800914286;35.454064;8.8705
0;0;25;1.05;1.6607;225;3.9378;36.730844;9.19
0;0;25;1.05;1.6607;219;3.244828571;30.26694;7.5725
0;0;25;0.95;1.6607;236;2.880414286;26.867848;6.722
0;0;25;0.8;1.6607;229;1.358514286;12.671868;3.1705
0;0;25;0.8;1.6607;230;2.387014286;22.26554;8.356
0.001;0.001;25;1.05;1.6607;240;2.409642857;22.476528;14.0585
0.02;0.02;25;1.3;1.6607;266;10.4425;29.22156;25.5885
0.285;0.236;26;1.65;1.6607;281;19.20004286;26.86404;26.8845
0.243;0.234;26;2;1.6607;299;15.07677143;21.094888;21.111
0.297;0.283;27;2.2;1.6607;304;24.92084286;34.868364;34.895
0.684;0.51;27;2.35;1.6607;307;15.84517143;22.170016;22.187
0.554;0.486;28;2.45;1.6607;319;23.61064286;33.03518;33.0605
0.607;0.487;28;2.7;1.6607;306;26.37684286;36.905556;36.934
0.633;0.407;27;2.8;1.6607;295;21.34641429;29.86716;29.89
0.615;0.17;27;2.9;1.6607;288;18.49102857;25.872;25.892
0.375;0.144;26;2.9;1.6607;276;25.01861429;35.005172;39.411
0.112;0.073;26;2.9;1.6607;286;14.89314286;26.047452;32.5845
0;0;25;2.8;1.6607;346;11.85607143;25.520936;38.311
0;0;25;2.55;1.6607;382;5.111942857;14.304884;21.474
0;0;25;2.45;1.6607;378;2.923514286;27.26986;40.9365
0;0;25;2.2;1.6607;349;3.119885714;29.101524;43.686
0;0;25;2.1;1.6607;305;4.782814286;44.612984;50.228
0;0;25;1.85;1.6607;266;2.844714286;26.534884;16.597
0;0;24;1.65;0.7311;244;3.403457143;31.746688;7.943
0;0;24;1.3;0.7311;230;5.057771429;47.177684;11.8035
0;0;24;0.8;0.7311;219;2.6185;24.42472;6.111
0;0;24;0.8;0.7311;236;5.896057143;54.996992;13.76
0;0;24;0.95;0.7311;229;4.731728571;44.136476;11.0425
0;0;24;0.95;0.7311;200;4.245871429;39.60452;14.863
0.019;0.019;24;1.3;0.7311;274;5.905057143;55.080936;34.452
0.187;0.114;24;1.65;0.7311;278;13.98141429;39.124604;34.2605
0.312;0.241;25;1.85;0.7311;294;39.45034286;55.197528;55.24
0.151;0.151;26;1.65;0.7311;297;27.54322857;38.537516;38.567
0.512;0.434;27;0.95;0.7311;311;32.3928;45.322868;45.3575
0.436;0.405;27;0.6;0.7311;316;36.87068571;51.588168;51.628
0.77;0.514;27;1.15;0.7311;311;29.56084286;41.360504;41.3925
0.788;0.458;28;1.85;0.7311;301;27.81871429;38.92298;38.953
0.827;0.141;27;2.35;0.7311;288;38.33275714;53.633848;53.675
0.449;0.312;27;2.7;0.7311;277;35.42098571;49.559808;49.598
0.257;0.193;26;2.8;0.7311;274;33.66447143;47.102144;53.0305
0.055;0.055;26;2.8;0.7311;282;27.78862857;48.601088;60.798
0;0;25;2.7;0.7311;332;24.78182857;53.344404;80.078
0;0;25;2.35;0.7311;391;16.47962857;46.115444;69.2265
0;0;25;2;0.7311;373;4.075085714;38.011432;57.061
0;0;25;1.65;0.7311;340;5.0189;46.815152;70.2765
0;0;25;1.05;0.7311;299;4.749685714;44.303932;49.8805
0;0;25;0.8;0.7311;249;6.242142857;58.225208;36.419
0;0;25;0.8;0.4417;222;4.719985714;44.026924;11.015
0;0;25;0.95;0.4417;220;4.277585714;39.900372;9.983
0;0;24;1.15;0.4417;219;5.003614286;46.672568;11.677
0;0;24;1.85;0.4417;236;2.876114286;26.82776;6.712
0;0;24;2.2;0.4417;229;2.594528571;24.201096;6.055
0;0;24;2.35;0.4417;235;5.916185714;55.184808;20.71
0.014;0.014;24;2.35;0.4417;249;4.761257143;44.411864;27.779
0.242;0.079;25;2.35;0.4417;264;17.54431429;49.094764;42.991
0.493;0.111;27;2.1;0.4417;282;25.36727143;35.493;35.5205
0.72;0.126;28;1.5;0.4417;284;37.27824286;52.158404;52.1985
0.896;0.129;28;1.3;0.4417;299;28.53657143;39.92738;39.958
1;0.132;29;1.85;0.4417;325;38.5308;53.910944;53.9525
1.025;0.132;30;2.8;0.4417;326;34.87891429;48.801364;48.839
0.969;0.128;29;3.6;0.4417;315;31.05652857;43.453208;43.4865
0.835;0.123;29;4.1;0.4417;297;34.06038571;47.656088;47.6925
0.636;0.115;28;4.2;0.4417;283;32.20938571;45.06624;45.101
0.393;0.099;28;4.1;0.4417;285;31.2426;43.713556;49.2155
0.14;0.063;27;3.95;0.4417;280;32.0224;56.005756;70.061
0;0;26;3.75;0.4417;334;20.78181429;44.73412;67.153
0;0;26;3.4;0.4417;396;10.57305714;29.586904;44.4145
0;0;26;3.05;0.4417;380;4.793771429;44.715172;67.1245
0;0;26;2.8;0.4417;348;4.721928571;44.04508;66.1185
0;0;26;2.45;0.4417;302;6.367142857;59.391276;66.8665
0;0;26;2.2;0.4417;248;4.6943;43.787376;27.388
0;0;26;2;0.558;224;6.5713;61.295504;15.3355
0;0;26;1.85;0.558;220;5.758442857;53.713444;13.4385
0;0;26;1.75;0.558;219;5.6418;52.62536;13.1665
0;0;26;1.75;0.558;236;7.146657143;66.662296;16.6785
0;0;26;1.75;0.558;229;5.226228571;48.749088;12.1965
0;0;26;1.5;0.558;200;8.817842857;82.25084;30.868
0.009;0.008;26;1.15;0.558;254;5.971371429;55.699588;34.839
0.203;0.153;26;0.95;0.558;274;18.66087143;52.219264;45.727
0.44;0.251;26;0.8;0.558;298;51.57578571;72.163032;72.2185
0.371;0.329;27;1.05;0.558;306;33.97247143;47.533084;47.5695
0.846;0.258;28;1.5;0.558;306;41.81817143;58.510528;58.5555
0.951;0.259;28;2;0.558;317;43.7272;61.181556;61.2285
0.977;0.255;29;2.7;0.558;317;40.60658571;56.815316;56.859
0.936;0.207;29;3.25;0.558;310;37.85688571;52.968028;53.009
0.809;0.184;28;3.6;0.558;295;39.6157;55.428896;55.4715
0.616;0.159;28;3.4;0.558;296;38.96115714;54.513084;54.555
0.378;0.128;27;2.8;0.558;281;31.2317;43.698312;49.1985
0.126;0.066;27;2.2;0.558;275;34.90564286;61.048436;76.369
0;0;26;1.85;0.558;329;27.10798571;58.351592;87.5945
0;0;26;1.75;0.558;388;21.30047143;59.605724;89.4775
0;0;26;1.65;0.558;377;5.978871429;55.769564;83.7185
0;0;26;1.65;0.558;347;4.477185714;41.762148;62.6915
0;0;26;1.3;0.558;310;6.526942857;60.881816;68.5445
0;0;26;0.7;0.558;262;5.807085714;54.167176;33.8805
0;0;25;0.7;0.558;236;5.617842857;52.40194;13.1105
0;0;25;1.15;0.558;225;6.276857143;58.549084;14.6485
0;0;25;1.3;0.558;219;6.387971429;59.585568;14.908
0;0;25;1.15;0.558;236;6.412285714;59.812344;14.9645
0;0;25;1.15;0.558;229;5.457357143;50.904992;12.736
0;0;25;1.05;0.558;240;4.8151;44.914096;15.17
0;0;25;0.8;0.558;257;6.505714286;60.68376;34.161
0.01;0.01;26;0.95;0.558;276;10.71128571;42.819572;33.7465
0.243;0.22;26;1.15;0.558;299;20.87517143;41.725444;37.582
0.652;0.336;27;1.4;0.558;309;18.93658571;37.850576;34.0915
0.845;0.276;28;1.75;0.558;324;22.98137143;45.93534;41.3735
0.947;0.284;28;1.75;0.558;327;19.75551429;39.487468;35.566
0.973;0.278;29;1.5;0.558;346;23.03418571;46.04088;41.4685
0.922;0.255;29;1.05;0.558;332;24.3732;48.717332;43.8795
0.789;0.244;28;0.95;0.558;322;19.60858571;39.193792;35.3015
0.124;0.124;28;1.4;0.558;306;28.57425714;57.11444;51.4425
0.286;0.187;27;2;0.558;300;25.27162857;50.5131;51.184
0.059;0.059;27;2.45;0.558;300;23.56231429;58.870648;66.2805
0;0;26;2.45;0.558;354;15.35901429;47.230332;63.81
0;0;26;2.2;0.558;402;13.18444286;52.706312;71.2085
0;0;26;2;0.558;398;5.242685714;48.9025;66.069
0;0;26;1.85;0.558;362;4.288942857;40.006264;54.05
0;0;26;2;0.558;319;6.110257143;56.99504;57.752
0;0;26;2.35;0.558;268;5.585357143;52.098916;29.328
0;0;26;2.8;1.0219;243;1.743785714;16.265628;4.0695
0;0;26;3.05;1.0219;230;1.815071429;16.930564;4.236
0;0;26;3.15;1.0219;219;3.644242857;33.992704;8.5045
0;0;26;3.05;1.0219;236;2.892;26.97588;6.749
0;0;25;2.7;1.0219;229;2.708414286;25.263436;6.3205
0;0;25;2.35;1.0219;230;2.629885714;24.530976;8.2855
0.001;0.001;25;2;1.0219;181;1.1181;10.429324;5.871
0.045;0.045;25;2;1.0219;284;6.739771429;26.943;21.234
0.196;0.19;26;2.35;1.0219;300;15.46228571;30.906116;27.837
0.458;0.36;26;2.9;1.0219;301;19.87325714;39.722816;35.778
0.613;0.456;27;3.4;1.0219;319;12.67307143;25.331012;22.8155
0.178;0.173;27;3.6;1.0219;333;17.1634;34.306332;30.8995
0.752;0.521;27;3.5;1.0219;343;12.10575714;24.197076;21.794
0.834;0.408;28;3.5;1.0219;329;7.710428571;15.411672;13.881
0.729;0.328;28;3.5;1.0219;328;11.35405714;22.694584;20.441
0.487;0.299;27;3.6;1.0219;326;19.1096;38.196396;34.403
0.342;0.192;27;3.4;1.0219;324;10.96884286;21.924604;22.2155
0.115;0.089;26;3.15;1.0219;321;16.72434286;41.785928;47.0455
0;0;26;3.15;1.0219;365;12.30957143;37.853036;51.141
0;0;26;3.15;1.0219;416;2.708271429;10.826628;14.627
0;0;26;3.05;1.0219;405;3.243328571;30.252984;40.873
0;0;26;2.8;1.0219;377;3.268971429;30.49218;41.196
0;0;26;2.55;1.0219;334;3.087714286;28.801528;29.184
0;0;26;2.35;1.0219;286;1.962971429;18.310168;10.3075
0;0;25;2.1;0.9047;262;6.540157143;61.005096;15.263
0;0;25;2.1;0.9047;247;4.367714286;40.74106;10.193
0;0;25;2.1;0.9047;239;4.585257143;42.770148;10.701
0;0;25;2.35;0.9047;236;5.4648;50.9744;12.7535
0;0;25;2.7;0.9047;229;5.522271429;51.51046;12.8875
0;0;25;2.9;0.9047;230;4.741828571;44.230688;16.5995
0.003;0.003;25;3.05;0.9047;237;4.850385714;45.243296;28.299
0.077;0.077;25;3.05;0.9047;272;14.19404286;39.719624;34.7815
0.339;0.245;25;2.9;0.9047;295;32.9295;46.0738;46.109
0.369;0.329;26;2.8;0.9047;306;27.72594286;38.79318;38.823
0.409;0.377;26;2.35;0.9047;299;31.5467;44.139032;44.173
0.801;0.484;27;1.85;0.9047;314;36.51465714;51.090028;51.1295
0.806;0.503;28;1.05;0.9047;336;33.99737143;47.56794;47.6045
0.786;0.461;29;0.7;0.9047;331;31.93664286;44.68464;44.719
0.212;0.206;29;0.95;0.9047;319;32.46161429;45.419156;45.454
0.411;0.313;28;1.5;0.9047;312;32.32822857;45.232536;45.2675
0.296;0.183;28;2;0.9047;308;34.32147143;48.021408;54.0655
0.1;0.087;27;2.2;0.9047;299;22.94552857;40.13072;50.202
0;0;26;2.35;0.9047;341;22.64548571;48.745804;73.175
0;0;26;2.35;0.9047;391;15.8204;44.270684;66.457
0;0;26;2.35;0.9047;380;4.956271429;46.230912;69.3995
0;0;26;2.35;0.9047;351;5.042;47.030596;70.6
0;0;26;2.2;0.9047;307;3.959;36.928628;41.5765
0;0;26;2.1;0.9047;263;4.194628571;39.126468;24.473
0;0;25;2;1.1936;240;2.684828571;25.04342;6.2655
0;0;25;2;1.1936;240;5.069442857;47.286608;11.8305
0;0;25;1.85;1.1936;239;4.429242857;41.31496;10.3365
0;0;25;1.75;1.1936;236;3.0541;28.4879;7.1275
0;0;25;1.65;1.1936;229;4.002414286;37.333528;9.3405
0;0;25;1.4;1.1936;230;4.6537;43.408624;16.291
0.001;0.001;25;1.15;1.1936;191;3.0082;28.059848;17.551
0.039;0.039;26;0.8;1.1936;276;5.323928571;14.8981;13.046
0.027;0.027;27;0.6;1.1936;295;21.9902;30.767924;30.7915
0.337;0.309;27;0.7;1.1936;303;12.34937143;17.278812;17.292
0.651;0.453;28;1.05;1.1936;310;14.70384286;20.573104;20.589
0.774;0.496;28;1.15;1.1936;320;9.101528571;12.734548;12.7445
0.732;0.524;28;1.3;1.1936;317;16.60408571;23.231852;23.2495
0.633;0.492;28;1.3;1.1936;314;34.86531429;48.78232;48.82
0.153;0.152;28;1.4;1.1936;305;21.44681429;30.007624;30.0305
0.361;0.303;27;1.65;1.1936;295;20.17551429;28.228876;28.2505
0.209;0.183;27;1.75;1.1936;292;24.61802857;34.444676;38.78
0.092;0.081;27;1.75;1.1936;282;16.62838571;29.082312;36.381
0;0;26;1.5;1.1936;325;11.40685714;24.553952;36.8595
0;0;26;1.4;1.1936;236;15.1998;42.534044;63.85
0;0;26;1.3;1.1936;445.8;4.099742857;38.2414;57.406
0;0;26;1.15;1.1936;335;2.740157143;25.559488;38.3685
0;0;26;1.15;1.1936;200;3.942757143;36.777088;41.406
0;0;26;1.3;1.1936;220;3.451314286;32.193092;20.136
0;0;26;1.4;0.9047;248;4.7845;44.628724;11.166
0;0;26;1.75;0.9047;200;4.284842857;39.96804;9.9995
0;0;26;1.85;0.9047;200;5.047885714;47.08548;11.7805
0;0;25;2;0.9047;226;5.019128571;46.817276;11.7135
0;0;25;2.1;0.9047;216;4.477814286;41.767968;10.45
0;0;25;2.2;0.9047;219;5.481942857;51.1343;19.19
0.004;0.004;25;2.1;0.9047;227;4.647528571;43.351004;27.115
0.136;0.131;26;1.85;0.9047;256;14.76148571;41.30752;36.172
0.43;0.304;26;1.65;0.9047;274;33.9261;47.468212;47.5045
0.64;0.392;27;1.5;0.9047;289;30.94102857;43.291616;43.325
0.806;0.426;27;1.5;0.9047;293;35.11614286;49.133276;49.171
0.728;0.51;27;1.65;0.9047;318;31.62235714;44.244904;44.279
0.726;0.525;27;2.1;0.9047;310;43.09394286;60.295532;60.342
0.806;0.428;28;2.45;0.9047;323;29.12198571;40.746464;40.778
0.744;0.389;28;2.7;0.9047;316;35.04285714;49.030732;49.0685
0.49;0.296;28;2.9;0.9047;299;36.97414286;51.732916;51.7725
0.291;0.23;27;3.05;0.9047;288;35.65492857;49.887124;56.166
0.086;0.081;27;2.9;0.9047;282;30.63307143;53.575892;67.0215
0;0;26;2.8;0.9047;331;22.52411429;48.484532;72.7825
0;0;26;2.45;0.9047;391;23.7269;66.395684;99.67
0;0;26;2.2;0.9047;383;6.4227;59.909432;89.9335
0;0;26;1.75;0.9047;359;5.338942857;49.80042;74.758
0;0;26;1.15;0.9047;315;5.724514286;53.396948;60.118
0;0;26;1.05;0.9047;276;5.029728571;46.91618;29.345
0;0;26;1.5;0.8015;253;5.764142857;53.766524;13.452
0;0;26;1.75;0.8015;220;4.608614286;42.988048;10.7555
0;0;25;1.5;0.8015;200;5.147142857;48.011324;12.012
0;0;25;1.15;0.8015;226;5.418071429;50.53854;12.6445
0;0;25;1.15;0.8015;216;4.377342857;40.830848;10.2155
0;0;25;1.75;0.8015;219;4.951157143;46.183244;17.332
0.001;0.001;25;2.55;0.8015;227;4.173357143;38.928144;24.349
0.034;0.034;25;3.25;0.8015;200;15.2491;42.672028;37.3665
0.17;0.169;26;3.75;0.8015;313;34.90857143;48.842852;48.8805
0.442;0.359;26;3.85;0.8015;319;36.11678571;50.53334;50.572
0.671;0.45;26;3.75;0.8015;329;28.5526;39.949792;39.9805
0.636;0.509;27;3.05;0.8015;341;31.43662857;43.985028;44.019
0.636;0.518;27;2.35;0.8015;349;36.04828571;50.437508;50.4765
0.682;0.492;27;2;0.8015;339;26.22225714;36.689268;36.7175
0.587;0.416;27;1.85;0.8015;327;31.2674;43.748252;43.782
0.362;0.303;26;1.85;0.8015;311;27.9786;39.146668;39.177
0.145;0.144;26;2;0.8015;298;25.9252;36.273624;40.839
0.055;0.055;26;2.1;0.8015;310;23.9999;41.974784;52.509
0;0;26;2.2;0.8015;355;22.6926;48.847212;73.327
0;0;26;2.35;0.8015;413;15.48141429;43.322108;65.033
0;0;26;2.35;0.8015;393;4.274242857;39.869108;59.8495
0;0;26;2.2;0.8015;360;6.496614286;60.598868;90.968
0;0;25;1.85;0.8015;316;3.933942857;36.694892;41.3135
0;0;25;1.65;0.8015;274;5.307657143;49.508584;30.9665
0;0;25;1.4;0.9371;250;2.208642857;20.601728;5.1545
0;0;25;1.4;0.9371;230;3.309457143;30.869864;7.7235
0;0;25;1.5;0.9371;220;4.283314286;39.95372;9.996
0;0;25;1.65;0.9371;226;4.858585714;45.319748;11.3385
0;0;25;1.5;0.9371;216;3.405414286;31.764872;7.9475
0;0;25;1.5;0.9371;219;4.102928571;38.271164;14.3625
0.008;0.008;25;1.75;0.9371;237;3.126571429;29.163996;18.2415
0.108;0.108;26;1.85;0.9371;293;7.990242857;22.359344;19.5795
0.335;0.249;26;2;0.9371;316;25.10202857;35.121872;35.149
0.436;0.358;27;2;0.9371;311;17.92637143;25.08196;25.1015
0.739;0.39;28;1.85;0.9371;311;35.55324286;49.744844;49.783
0.727;0.511;28;1.65;0.9371;326;35.16114286;49.196244;49.234
0.704;0.526;28;1.3;0.9371;337;30.70272857;42.958184;42.991
0.835;0.408;28;0.7;0.9371;331;38.7178;54.172588;54.2145
0.765;0.308;28;0.35;0.9371;313;23.87801429;33.409276;33.435
0.479;0.299;28;0.45;0.9371;307;27.50808571;38.488344;38.518
0.162;0.157;27;0.8;0.9371;304;22.50228571;31.484408;35.447
0.018;0.018;26;0.95;0.9371;298;23.69587143;41.443048;51.8435
0;0;26;1.15;0.9371;336;16.32182857;35.133752;52.741
0;0;26;1.4;0.9371;392;11.29294286;31.60138;47.4385
0;0;26;1.5;0.9371;387;4.063585714;37.9042;56.9
0;0;26;1.65;0.9371;362;3.766985714;35.137516;52.747
0;0;26;1.65;0.9371;324;4.403828571;41.077884;46.248
0;0;26;1.3;0.9371;300;5.781114286;53.92484;33.729
0;0;25;1.05;1.0276;252;4.614657143;43.044472;10.7695
0;0;25;0.95;1.0276;236;4.218557143;39.349744;9.845
0;0;25;0.8;1.0276;230;4.389214286;40.94152;10.2435
0;0;25;0.7;1.0276;224;2.974842857;27.748624;6.9425
0;0;25;0.6;1.0276;220;3.648728571;34.034472;8.515
0;0;25;0.6;1.0276;218;3.135842857;29.250368;9.8795
0.005;0.005;25;0.8;1.0276;217;4.489257143;41.874736;23.5725
0.069;0.069;26;1.15;1.0276;282;8.520014286;34.059732;26.8425
0.456;0.251;26;1.4;1.0276;313;15.8137;31.608528;28.4695
0.569;0.349;27;1.4;1.0276;313;17.15004286;34.279636;30.8755
0.723;0.43;28;0.95;1.0276;314;20.98228571;41.939532;37.7745
0.803;0.485;28;0.95;1.0276;336;23.27728571;46.5268;41.9065
0.811;0.501;29;2;1.0276;330;19.96207143;39.900328;35.938
0.834;0.407;29;3.25;1.0276;310;14.58582857;29.154244;26.259
0.688;0.378;29;3.85;1.0276;296;24.28437143;48.539792;43.7195
0.387;0.308;28;4.1;1.0276;289;27.59654286;55.160152;49.6825
0.296;0.18;28;3.95;1.0276;293;26.92285714;53.8136;54.528
0.121;0.083;27;3.75;1.0276;284;12.74987143;31.855668;35.865
0;0;27;3.5;1.0276;333;6.078142857;18.690828;25.252
0;0;26;3.4;1.0276;376;10.39002857;41.535316;56.116
0;0;26;3.25;1.0276;372;5.1375;47.921344;64.7435
0;0;26;3.05;1.0276;354;5.1584;48.116368;65.007
0;0;26;2.8;1.0276;317;4.318085714;40.278136;40.813
0;0;26;2.7;1.0276;272;3.124671429;29.146136;16.4075
0;0;26;2.45;1.5703;248;5.794242857;54.04732;13.522
0;0;26;2.35;1.5703;240;5.811928571;54.21234;13.5635
0;0;26;2.35;1.5703;228;3.487914286;32.534444;8.14
0;0;26;2.55;1.5703;224;4.8383;45.130556;11.2915
0;0;26;2.9;1.5703;220;6.017042857;56.125532;14.042
0;0;26;3.5;1.5703;218;4.238971429;39.540152;13.355
0.001;0.001;26;3.85;1.5703;204;4.721428571;44.04038;24.792
0.014;0.014;26;4.2;1.5703;284;13.67795714;54.67918;43.093
0.129;0.129;27;4.45;1.5703;295;19.41947143;38.815764;34.961
0.313;0.293;27;4.45;1.5703;297;31.55692857;63.076208;56.812
0.61;0.459;28;4.3;1.5703;300;20.89967143;41.7744;37.626
0.353;0.335;28;4.1;1.5703;322;27.3039;54.575216;49.1555
0.589;0.503;28;4.2;1.5703;329;24.90841429;49.787108;44.843
0.672;0.492;27;4.55;1.5703;314;23.38485714;46.741832;42.1
0.662;0.389;27;4.55;1.5703;305;20.27851429;40.532828;36.5075
0.318;0.283;27;4.8;1.5703;299;23.9476;47.866632;43.113
0.248;0.189;27;5.35;1.5703;298;23.24272857;46.457736;47.0745
0.047;0.047;26;5.7;1.5703;286;21.89565714;54.706488;61.592
0;0;26;5.35;1.5703;328;16.29722857;50.1154;67.708
0;0;26;4.8;1.5703;393;11.87451429;47.469752;64.1335
0;0;26;4.2;1.5703;378;6.128042857;57.160924;77.2265
0;0;26;3.6;1.5703;353;4.939714286;46.076452;62.251
0;0;26;3.15;1.5703;315;4.338114286;40.464964;41.0025
0;0;26;3.05;1.5703;264;5.573214286;51.98558;29.2645
0;0;26;3.25;0.7311;246;2.814742857;26.255216;6.569
0;0;26;3.5;0.7311;182;3.988014286;37.199288;9.307
0;0;26;3.75;0.7311;228;2.242042857;20.913304;5.2325
0;0;26;3.85;0.7311;224;4.0475;37.754188;9.446
0;0;26;3.85;0.7311;220;2.462828571;22.972724;5.7475
0;0;26;3.6;0.7311;218;3.069771429;28.63406;10.746
0.007;0.007;26;3.6;0.7311;219;3.554957143;33.159848;20.741
0.124;0.118;26;3.6;0.7311;251;11.28125714;31.568692;27.644
0.117;0.117;26;3.4;0.7311;304;15.22095714;21.296636;21.313
0.321;0.299;27;2.9;0.7311;307;19.75037143;27.634028;27.6555
0.581;0.457;27;2.35;0.7311;311;23.3514;32.67246;32.6975
0.547;0.478;28;2;0.7311;321;24.05945714;33.663144;33.689
0.571;0.495;28;2.55;0.7311;330;16.44631429;23.011108;23.029
0.748;0.473;28;2.9;0.7311;308;26.04761429;36.444912;36.473
0.757;0.324;28;3.05;0.7311;294;38.1897;53.433688;53.475
0.569;0.273;27;2.9;0.7311;279;29.45974286;41.219052;41.251
0.342;0.2;27;2.45;0.7311;274;38.99622857;54.562144;61.4295
0.11;0.09;26;1.65;0.7311;288;21.85512857;38.223656;47.8165
0;0;26;0.8;0.7311;326;20.31975714;43.73952;65.6595
0;0;26;0.6;0.7311;382;12.74102857;35.653604;53.5215
0;0;26;0.8;0.7311;370;3.854371429;35.952628;53.9705
0;0;26;1.05;0.7311;337;3.212757143;29.96784;44.9865
0;0;26;1.15;0.7311;303;4.878157143;45.502344;51.2295
0;0;26;1.15;0.7311;268;3.525814286;32.887972;20.571
0;0;25;1.05;0.4424;248;5.821014286;54.297116;13.5845
0;0;25;0.95;0.4424;238;5.957685714;55.571964;13.9035
0;0;25;0.95;0.4424;228;6.172042857;57.57142;14.404
0;0;25;0.8;0.4424;224;4.964471429;46.307416;11.586
0;0;25;0.7;0.4424;220;4.048157143;37.760228;9.4475
0;0;25;0.95;0.4424;218;4.238285714;39.5338;14.8365
0.001;0.001;25;1.65;0.4424;219;5.057514286;47.175288;29.507
0.09;0.09;26;2.45;0.4424;253;17.88205714;50.039892;43.8185
0.14;0.14;26;3.15;0.4424;287;39.28705714;54.969072;55.0115
0.276;0.263;27;3.5;0.4424;294;28.89668571;40.431224;40.4625
0.393;0.366;28;3.5;0.4424;292;31.58985714;44.199416;44.2335
0.713;0.514;28;3.4;0.4424;303;36.7339;51.396776;51.4365
0.594;0.504;28;3.15;0.4424;302;32.09027143;44.899584;44.934
0.114;0.114;28;3.05;0.4424;294;22.58994286;31.607052;31.6315
0.22;0.213;28;3.05;0.4424;274;33.19538571;46.445824;46.4815
0.237;0.228;27;3.05;0.4424;264;28.94101429;40.493244;40.5245
0.179;0.167;27;3.15;0.4424;257;36.21364286;50.668856;57.0465
0.071;0.069;26;3.15;0.4424;256;18.8294;32.9318;41.1965
